A	110112005	潞源街道
A	110112006	通运街道
D	120115006	口东街道
A	120115126	口东镇
D	120115005	大白街道
A	120115127	大白庄镇
A	120118001	华康街道
D	130824211	火斗山乡
A	130824109	火斗山镇
D	131121203	唐林乡
A	131121108	唐林镇
D	131122200	龙店乡
A	131122106	龙店镇
D	131123202	孙庄乡
A	131123103	东孙庄镇
D	131124200	王同岳乡
A	131124104	王同岳镇
D	131126202	房庄乡
A	131126109	房庄镇
D	131126203	三朗乡
A	131126110	三朗镇
D	131127202	梁集乡
A	131127110	梁集镇
D	131128200	漫河乡
A	131128105	漫河镇
D	130803202	西地满族乡
A	130803104	西地镇
D	130432201	十里铺乡
A	130432104	十里铺镇
D	130432202	南韩村乡
A	130432105	南韩镇
D	130432204	东张孟乡
A	130432106	东张孟镇
D	130881203	台头山乡
A	130881114	台头山镇
D	130881204	松树台乡
A	130881113	青河镇
D	130606202	百楼乡
A	130606100	百楼镇
D	130628203	小王果庄乡
A	130628105	小王果庄镇
D	130631200	寺庄乡
A	130631104	寺庄镇
D	130631201	赵庄乡
A	130631105	赵庄镇
D	130634203	孝墓乡
A	130634108	孝墓镇
D	130637203	南小王乡
A	130637106	南小王镇
D	130822208	蘑菇峪乡
A	130822113	蘑菇峪镇
D	130822212	大水泉乡
A	130822114	大水泉镇
D	130684201	梁家营乡
A	130684109	梁家营镇
D	131025200	北魏乡
A	131025108	北魏镇
D	131025202	臧屯乡
A	131025109	臧屯镇
D	131081201	康仙庄乡
A	131081107	康仙庄镇
D	131081203	王庄子乡
A	131081108	王庄子镇
D	140221211	马家皂乡
A	140222210	马家皂乡
D	140211100	古店镇
A	140212101	古店镇
D	150430201	牛古吐乡
A	150430110	牛古吐镇
D	150430203	古鲁板蒿乡
A	150430109	古鲁板蒿镇
A	150802010	金川街道
A	150802011	汇丰街道
D	152531200	大河口乡
A	152531102	滦源镇
A	150702008	东山街道
A	152923208	巴音陶海苏木
R	152221208	巴日嘎斯台乡
A	152221208	巴日嘎斯台乡
D	211382205	刘杖子乡
A	211382118	刘杖子镇
D	210214100	双塔镇
A	210214020	双塔街道
D	210214102	四平镇
A	210214021	四平街道
D	210112001	英达街道
A	210112022	永胜街道
A	220102017	彩织街道
A	220102018	博硕街道
A	220102019	德正街道
A	220102020	福祉街道
A	220102021	德容街道
A	220524001	采胜街道
A	220524002	中岗街道
A	220524003	导航街道
A	220822001	树满街道
A	220822002	八区街道
A	220822003	迎新街道
R	220104001	前进街道
A	220104001	前进街道
R	220822207	什花道乡
A	220822207	什花道乡
A	220523001	东凤街道
A	220523002	朝辉街道
A	220523003	西凤街道
D	230129206	玉河乡
A	230129105	玉河镇
D	231025200	奎山乡
A	231025112	奎山镇
D	231182202	兴隆乡
A	231182107	兴隆镇
D	231223206	昌盛乡
A	231223111	昌盛镇
D	231281205	青肯泡乡
A	231281111	古大湖镇
D	231282203	海城乡
A	231282111	海城镇
A	230305101	梨树镇
A	230307101	麻山镇
A	230781105	神树镇
D	230111114	利业镇
A	230111017	利业街道
A	230883104	黑瞎子岛镇
R	310109018	北外滩街道
A	310109018	北外滩街道
D	320117102	东屏镇
A	320117003	东屏街道
D	320117104	石湫镇
A	320117004	石湫街道
D	320117105	洪蓝镇
A	320117005	洪蓝街道
D	321281110	李中镇
A	321281130	千垛镇
D	321281111	西郊镇
A	321281130	千垛镇
D	321281204	缸顾乡
A	321281130	千垛镇
D	321281113	垛田镇
A	321281003	垛田街道
D	321281127	下圩镇
D	321281201	老圩乡
D	321281203	周奋乡
D	321324100	青阳镇
A	321324001	青阳街道
A	321324002	重岗街道
A	321324003	大楼街道
R	320106008	下关街道
A	320106008	下关街道
A	320902010	宝瓶湖街道
A	320902011	东亭湖街道
D	320902005	新城街道
A	320902012	新城街道
D	320904100	大中镇
A	320904001	丰华街道
A	320904002	大中街道
A	320506009	太湖街道
R	320830105	管仲镇
A	320830105	管仲镇
D	320830200	维桥乡
A	320830115	穆店镇
D	320830201	穆店乡
A	320830115	穆店镇
D	320830103	旧铺镇
D	320830109	明祖陵镇
D	320830110	铁佛镇
