A	120106012	和苑街道
A	120111003	赤龙南街道
A	120111004	赤龙北街道
A	120112001	双新街道
D	211321213	杨树湾乡
A	211321116	杨树湾镇
D	211382208	三道河子乡
A	211382117	三道河子镇
D	220113105	土们岭镇
A	220113005	卡伦湖街道
D	220113108	苇子沟镇
A	220113006	东湖街道
D	220113109	兴隆镇
A	220113007	土们岭街道
D	220113111	纪家镇
A	220113008	波泥河街道
D	220113112	波泥河镇
A	220113009	苇子沟街道
D	220113113	卡伦湖镇
A	220113010	兴隆街道
D	220113114	东湖镇
A	220113011	纪家街道
A	220283005	滨河街道
A	310112009	浦锦街道
A	310117005	广富林街道
A	310117006	九里亭街道
D	320621100	海安镇
A	320621001	中城街道
D	320621100	海安镇
A	320621002	南城街道
D	320621100	海安镇
A	320621003	西城街道
D	320621100	海安镇
A	320621004	北城街道
D	320830100	盱城镇
A	320830001	盱城街道
D	320830100	盱城镇
A	320830002	太和街道
D	320830203	古桑乡
A	320830003	古桑街道
D	320830202	王店乡
A	320830114	天泉湖镇
D	320831104	银集镇
A	320831111	银涂镇
D	320831105	涂沟镇
A	320831111	银涂镇
A	320992004	新河街道
A	330211005	贵驷街道
A	330302101	山福镇
A	330328102	二源镇
A	330328115	周壤镇
A	330328116	铜铃山镇
A	330328210	桂山乡
A	330328211	双桂乡
A	330328212	平和乡
A	330328213	公阳乡
A	330381011	潘岱街道
A	330381012	云周街道
A	330381129	桐浦镇
A	330381130	曹村镇
A	330381131	林川镇
A	330381132	平阳坑镇
A	330381201	北麂乡
A	330381202	芳庄乡
A	330382129	磐石镇
A	330382130	蒲岐镇
A	330382131	南岳镇
A	330382132	南塘镇
A	330382133	湖雾镇
A	330382200	岭底乡
A	330382201	智仁乡
A	330382202	龙西乡
D	341021202	雄村乡
A	341021113	雄村镇
D	341021213	三阳乡
A	341021114	三阳镇
D	341802102	寒亭镇
A	341222128	郭庙镇
D	341802210	朱桥乡
A	341222128	郭庙镇
D	341825200	版书乡
A	341825108	版书镇
D	350424205	安乐乡
A	350424107	安乐镇
D	350424210	水茜乡
A	350424108	水茜镇
D	350823201	下都乡
A	350823115	下都镇
D	350823205	茶地乡
A	350823116	茶地镇
A	360502004	新钢街道
D	360521200	凤阳乡
A	360521108	凤阳镇
D	360681209	雷溪乡
A	360681116	雷溪镇
D	360721201	韩坊乡
A	360721111	韩坊镇
D	360802200	禾埠乡
A	360802007	禾埠街道
A	360821002	金鸡湖街道
A	360902010	新康府街道
D	361127221	社赓乡
A	361127108	社赓镇
A	361128001	饶州街道
D	370181101	普集镇
A	370181007	普集街道
D	370181103	绣惠镇
A	370181008	绣惠街道
D	370181104	相公庄镇
A	370181009	相公庄街道
D	370181109	文祖镇
A	370181010	文祖街道
D	370181116	官庄镇
A	370181011	官庄街道
D	370612003	养马岛街道
A	370612111	莒格庄镇
D	370829201	黄垓乡
A	370829114	黄垓镇
D	370831205	大黄沟乡
A	370831111	华村镇
D	370921201	鹤山乡
A	370921113	鹤山镇
D	370983114	仪阳镇
A	370983004	仪阳街道
D	371521207	金斗营乡
A	371521116	金斗营镇
D	371525204	范寨乡
A	371525111	范寨镇
D	371725206	李集乡
A	371725116	李集镇
A	410103014	人和路街道
A	410202010	金明池街道
D	410221100	城关镇
A	410221001	金城街道
A	410222001	咸平街道
D	410222100	城关镇
A	410223001	两湖街道
D	410223100	城关镇
A	411002008	灞陵街道
A	411002013	魏北街道
D	411024201	南坞乡
A	411024110	南坞镇
A	411090002	天宝路街道
A	411302009	姜营街道
D	411325208	岞岖乡
A	411325110	岞岖镇
D	410726100	城关镇
A	410726002	万寿街道
D	410726213	小潭乡
A	410726003	潭龙街道
D	410726213	小潭乡
A	410726004	槐花苑街道
D	420117100	辛冲镇
A	420117012	辛冲街道
D	420117101	徐古镇
A	420117013	徐古街道
D	420324205	新洲乡
A	420324110	新洲镇
D	430104100	东方红镇
D	430105014	新港街道
A	430105020	青竹湖街道
D	430105102	青竹湖镇
A	430105020	青竹湖街道
D	430112005	喻家坡街道
D	430112010	书堂山街道
D	430112013	廖家坪街道
D	430112104	东城镇
D	430112105	铜官镇
A	430112014	铜官街道
D	430112108	乌山镇
A	430112015	乌山街道
D	430112110	雷锋镇
A	430112016	雷锋街道
D	430112117	格塘镇
D	430112201	新康乡
