A	120103014	太湖路街道
A	120116039	新港街道
A	120116040	新村街道
D	130828223	城子乡
A	130828111	城子镇
D	130821203	新杖子乡
A	130821112	新杖子镇
D	130821209	石灰窑乡
A	130821111	石灰窑镇
D	130822207	大杖子乡
A	130822111	大杖子镇
D	130822209	三道河乡
A	130822112	三道河镇
D	130823204	平房满族蒙古族乡
A	130823114	平北镇
D	130628100	高阳镇
A	130628001	锦华街道
D	130683100	祁州镇
A	130683002	祁州路街道
R	130683001	药都街道
A	130683001	药都街道
D	130705108	大仓盖镇
A	130702101	大仓盖镇
D	130705207	东望山乡
A	130702200	东望山乡
D	130105101	赵陵铺镇
A	130105013	赵陵铺路街道
A	130105014	赵佗路街道
D	130105100	大郭镇
A	130105015	大郭街道
D	130105201	西三庄乡
A	130105016	西三庄街道
D	130105010	五七街道
A	130105017	杜北街道
D	130105202	杜北乡
A	130105017	杜北街道
D	130407205	东漳堡乡
A	130407104	东漳堡镇
D	130408209	东杨庄乡
A	130408107	东杨庄镇
D	130408205	讲武乡
A	130408108	讲武镇
D	130408200	西苏乡
A	130408109	西苏镇
D	130423203	香菜营乡
A	130423105	邺城镇
D	130423205	章里集乡
A	130423106	章里集镇
D	130424203	北乡义乡
A	130424104	北乡义镇
D	130425202	铺上乡
A	130425108	铺上镇
D	130425207	孙甘店乡
A	130425109	孙甘店镇
D	130430203	古城营乡
A	130430104	古城营镇
D	130434207	南双庙乡
A	130434110	南双庙镇
D	130434201	棘针寨乡
A	130434111	棘针寨镇
D	130524202	龙华乡
A	130524103	龙华镇
D	130525201	东良乡
A	130525106	东良镇
D	130533210	赵村乡
A	130533109	赵村镇
D	130533204	贺钊乡
A	130533110	贺钊镇
D	130824214	大屯满族乡
A	130824108	大屯镇
D	130827200	化皮溜子乡
A	130827108	化皮溜子镇
D	130827206	东大地乡
A	130827109	松岭镇
A	150722122	登特科镇
A	150722205	额尔和乡
A	150781005	敖尔金街道
A	150785004	好里堡街道
D	150925208	厂汉营乡
